Ortholog_Group_ID,Dananassae_Gene,Dananassae_Chromosome,Dananassae_Start,Dananassae_Strand,Dsimulans_Gene,Dsimulans_Chromosome,Dsimulans_Start,Dsimulans_Strand,Dyakuba_Gene,Dyakuba_Chromosome,Dyakuba_Start,Dyakuba_Strand,Dsuzukii_Gene,Dsuzukii_Chromosome,Dsuzukii_Start,Dsuzukii_Strand,Dmiranda_Gene,Dmiranda_Chromosome,Dmiranda_Start,Dmiranda_Strand,Dmauritiana_Gene,Dmauritiana_Chromosome,Dmauritiana_Start,Dmauritiana_Strand,Dsechellia_Gene,Dsechellia_Chromosome,Dsechellia_Start,Dsechellia_Strand,Dsantomea_Gene,Dsantomea_Chromosome,Dsantomea_Start,Dsantomea_Strand,Dmelanogaster_Gene,Dmelanogaster_Chromosome,Dmelanogaster_Start,Dmelanogaster_Strand
12987at7215,LOC6492938,NC_057928.1,20499330,-,LOC6736324,NC_052522.2,1316424,-,LOC6532353,NC_052529.2,1344029,-,LOC108013585,NW_023496810.1,821819,+,LOC108151891,NC_046674.1,10969371,-,LOC117139659,NC_046669.1,1273678,-,LOC6610306,NC_045951.1,1368621,-,LOC120447449,NC_053018.2,1337942,-,Dmel\CG2211,NT_037436.4,1333239,-
1364at7215,LOC6507093,NC_057928.1,20568861,+,LOC6736227,NC_052522.2,670380,+,LOC6532252,NC_052529.2,678730,+,LOC108013416,NW_023496810.1,1584876,-,LOC108152026,NC_046674.1,711650,+,LOC117139924,NC_046669.1,627848,+,LOC6610200,NC_045951.1,718635,+,LOC120449813,NC_053018.2,672756,+,Gale,NT_037436.4,648555,+
14335at7215,LOC6507659,NC_057928.1,25159932,-,LOC6736348,NC_052522.2,1466857,-,LOC6532379,NC_052529.2,1499962,-,LOC108012814,NW_023496810.1,645024,+,LOC108153006,NC_046674.1,2646204,-,LOC117140138,NC_046669.1,1423250,-,LOC6610333,NC_045951.1,1517630,-,LOC120449737,NC_053018.2,1493028,-,LD02105,NT_037436.4,1490951,-
14994at7215,LOC6507472,NC_057928.1,26144368,+,LOC27206271,NC_052522.2,1832197,+,LOC6532463,NC_052529.2,1870213,+,LOC108013244,NW_023496810.1,230201,-,LOC108153135,NC_046674.1,20174748,-,LOC117141823,NC_046669.1,1789918,+,LOC6610417,NC_045951.1,1882394,+,LOC120450398,NC_053018.2,1865549,+,Dmel\CG12025,NT_037436.4,1865430,+
16270at7215,LOC6507474,NC_057928.1,26167569,+,LOC6736429,NC_052522.2,1852463,+,LOC6532468,NC_052529.2,1890915,+,LOC108012489,NW_023496810.1,205389,-,LOC108153215,NC_046674.1,20148976,-,LOC117140629,NC_046669.1,1810076,+,LOC6610422,NC_045951.1,1902620,+,LOC120449382,NC_053018.2,1886160,+,Tmhs,NT_037436.4,1885657,+
1665at7215,LOC6492934,NC_057928.1,20572283,-,LOC27208892,NC_052522.2,673684,-,LOC6532253,NC_052529.2,681767,-,LOC108013417,NW_023496810.1,1583415,+,LOC108152028,NC_046674.1,714522,-,LOC117139936,NC_046669.1,631332,-,LOC6610201,NC_045951.1,721665,-,LOC120449826,NC_053018.2,675783,-,BcDNA:LD06317,NT_037436.4,651542,-
19719at7215,LOC6506506,NC_057928.1,12278564,+,LOC6736207,NC_052522.2,211502,+,LOC6532194,NC_052529.2,223989,+,LOC108012929,NW_023496810.1,2215947,+,LOC108151530,NC_046674.1,10259799,+,LOC117141771,NC_046669.1,177238,+,LOC6610143,NC_045951.1,279194,+,LOC120450367,NC_053018.2,218866,+,NitFhit,NT_037436.4,203730,+
2260at7215,LOC6507075,NC_057928.1,20403767,+,LOC6736303,NC_052522.2,1231567,+,LOC6532333,NC_052529.2,1257460,+,LOC108012361,NW_023496810.1,922280,-,LOC108152863,NC_046674.1,10866825,+,LOC117140149,NC_046669.1,1188131,+,LOC6610287,NC_045951.1,1283097,+,LOC120448756,NC_053018.2,1251106,+,Sac1,NT_037436.4,1247817,+
23688at7215,LOC6492942,NC_057928.1,20470779,-,LOC6736314,NC_052522.2,1288751,-,LOC6532344,NC_052529.2,1315964,-,LOC108013316,NW_023496810.1,852286,+,LOC108151203,NC_046674.1,10940098,-,LOC117141930,NC_046669.1,1245458,-,LOC6610297,NC_045951.1,1340509,-,LOC120450400,NC_053018.2,1309779,-,Dmel\CG2277,NT_037436.4,1304850,-
24964at7215,LOC6507656,NC_057928.1,25185785,-,LOC6736352,NC_052522.2,1491488,-,LOC6532383,NC_052529.2,1524495,-,LOC108012830,NW_023496810.1,612656,+,LOC108151318,NC_046674.1,2137156,+,LOC117140015,NC_046669.1,1449010,-,LOC6610337,NC_045951.1,1542485,-,LOC120448593,NC_053018.2,1518493,-,Iml1,NT_037436.4,1523414,-
26475at7215,LOC6507605,NC_057928.1,25921940,-,LOC27208052,NC_052522.2,1608712,-,LOC6532408,NC_052529.2,1643619,-,LOC108012904,NW_023496810.1,482698,+,LOC108151798,NC_046674.1,1117571,+,LOC117142113,NC_046669.1,1566098,-,LOC6610361,NC_045951.1,1659161,-,LOC120450412,NC_053018.2,1637398,-,alphaCOP,NT_037436.4,1641066,-
26560at7215,LOC6507595,NC_057928.1,26010902,-,LOC6736397,NC_052522.2,1698924,-,LOC6532436,NC_052529.2,1735310,-,LOC108013626,NW_023496810.1,381243,+,LOC108153372,NC_046674.1,1217687,-,LOC117140459,NC_046669.1,1656499,-,LOC6610389,NC_045951.1,1749374,-,LOC120449929,NC_053018.2,1730392,-,Oseg4,NT_037436.4,1730993,-
27291at7215,LOC6507090,NC_057928.1,20516573,+,LOC6736328,NC_052522.2,1334313,+,LOC6532357,NC_052529.2,1362266,+,LOC108012505,NW_023496810.1,801220,-,LOC108153285,NC_046674.1,657669,+,LOC117141385,NC_046669.1,1291511,+,LOC6610310,NC_045951.1,1386469,+,LOC120447903,NC_053018.2,1356109,+,312,NT_037436.4,1351116,+
30380at7215,LOC6507680,NC_057928.1,24796126,-,LOC6736214,NC_052522.2,226534,-,LOC6532202,NC_052529.2,239180,-,LOC108013047,NW_023496810.1,2230962,-,LOC108165588,NC_046674.1,10275144,-,LOC117142095,NC_046669.1,192126,-,LOC6610150,NC_045951.1,294023,-,LOC120447984,NC_053018.2,234087,-,pyx,NT_037436.4,217932,-
30673at7215,LOC6507505,NC_057928.1,26846482,+,LOC6734416,NC_052522.2,345794,-,LOC6532225,NC_052529.2,351635,-,LOC108013292,NW_023496810.1,1947522,+,LOC108151392,NC_046674.1,10513949,+,LOC117140886,NC_046669.1,310651,-,LOC6610174,NC_045951.1,409115,-,LOC120447519,NC_053018.2,346640,-,mthl9,NT_037436.4,329822,-
30723at7215,LOC6507450,NC_057928.1,25928809,+,LOC6736374,NC_052522.2,1615479,+,LOC6532411,NC_052529.2,1650211,+,LOC108012781,NW_023496810.1,479271,-,LOC108151917,NC_046674.1,16978329,+,LOC117142121,NC_046669.1,1572904,+,LOC6610364,NC_045951.1,1665956,+,LOC120450431,NC_053018.2,1644146,+,Bro,NT_037436.4,1647869,+
30754at7215,LOC6493439,NC_057928.1,12276894,-,LOC6736206,NC_052522.2,209962,-,LOC6532193,NC_052529.2,222434,-,LOC108012927,NW_023496810.1,2214416,-,LOC108151529,NC_046674.1,10258043,-,LOC117141770,NC_046669.1,175639,-,LOC6610142,NC_045951.1,277558,-,LOC120450366,NC_053018.2,217335,-,Gk1,NT_037436.4,202098,-
31969at7215,LOC6507466,NC_057928.1,26078552,+,LOC6736411,NC_052522.2,1764640,+,LOC6532450,NC_052529.2,1801429,+,LOC108012385,NW_023496810.1,313999,-,LOC108153071,NC_046674.1,20255756,-,LOC117141831,NC_046669.1,1722122,+,LOC6610403,NC_045951.1,1814723,+,LOC120450141,NC_053018.2,1796362,+,Dmel\CG12020,NT_037436.4,1797305,+
32147at7215,LOC6507407,NC_057928.1,25232007,+,LOC6736260,NC_052522.2,857385,+,LOC6532286,NC_052529.2,873257,+,LOC108012535,NW_023496810.1,1361648,-,LOC108153399,NC_046674.1,15189282,+,LOC117141312,NC_046669.1,812606,+,LOC6610235,NC_045951.1,911499,+,LOC120449019,NC_053018.2,864639,+,CG13886,NT_037436.4,835683,+
32554at7215,LOC6507669,NC_057928.1,24909419,-,LOC6734404,NC_052522.2,278743,+,LOC6532212,NC_052529.2,285503,+,LOC108012857,NW_023496810.1,2284835,+,LOC108151218,NC_046674.1,10367143,+,LOC117141643,NC_046669.1,237917,+,LOC6610160,NC_045951.1,339682,+,LOC120449321,NC_053018.2,280378,+,mRpL17,NT_037436.4,264779,+
33436at7215,LOC6507408,NC_057928.1,25233446,+,LOC6736261,NC_052522.2,858944,+,LOC6532287,NC_052529.2,874856,+,LOC108012401,NW_023496810.1,1360409,-,LOC108151797,NC_046674.1,15192323,+,LOC117139640,NC_046669.1,814165,+,LOC116800948,NC_045951.1,913068,+,LOC120449021,NC_053018.2,866238,+,Dmel\CG42554,NT_037436.4,835683,+
33902at7215,LOC6507531,NC_057928.1,26825698,-,LOC6736219,NC_052522.2,344998,+,LOC6532228,NC_052529.2,369448,+,LOC108012802,NW_023496810.1,1914955,-,LOC108151388,NC_046674.1,10478523,-,LOC117140882,NC_046669.1,327972,+,LOC6610176,NC_045951.1,426796,+,LOC120448181,NC_053018.2,365012,+,Ptpmeg,NT_037436.4,328097,+
34008at7215,LOC6507580,NC_057928.1,26140941,-,LOC6736422,NC_052522.2,1829740,-,LOC6532462,NC_052529.2,1867704,-,LOC108013243,NW_023496810.1,235232,+,LOC117185868,NC_046674.1,20178110,+,LOC117141821,NC_046669.1,1787422,-,LOC6610416,NC_045951.1,1879913,-,LOC120450395,NC_053018.2,1863046,-,HBS1,NT_037436.4,1862881,-
34213at7215,LOC6492940,NC_057928.1,20488178,-,LOC6736318,NC_052522.2,1305219,-,LOC6532348,NC_052529.2,1332674,-,LOC108013390,NW_023496810.1,827950,-,LOC108151201,NC_046674.1,10952858,+,LOC117139654,NC_046669.1,1258895,+,LOC6610301,NC_045951.1,1357397,-,LOC120448432,NC_053018.2,1326534,-,Myo61F,NT_037436.4,1318480,+
34450at7215,LOC6507665,NC_057928.1,24946854,-,LOC6734432,NC_052522.2,550668,-,LOC6532241,NC_052529.2,565587,-,LOC108013155,NW_023496810.1,1708120,+,LOC108153369,NC_046674.1,2393952,-,LOC117140734,NC_046669.1,520092,-,LOC6610190,NC_045951.1,612698,-,LOC120449183,NC_053018.2,559634,-,Cypl,NT_037436.4,542122,-
36192at7215,LOC6506654,NC_057928.1,14500041,+,LOC6739597,NC_052522.2,1605587,-,LOC6532406,NC_052529.2,1640891,-,LOC108012905,NW_023496810.1,488978,+,LOC108153018,NC_046674.1,1123556,+,LOC117141299,NC_046669.1,1563018,-,LOC6610359,NC_045951.1,1656052,-,LOC120450421,NC_053018.2,1634683,-,metl,NT_037436.4,1637942,-
36652at7215,LOC6507400,NC_057928.1,25199384,+,LOC6736354,NC_052522.2,1505029,+,LOC6532385,NC_052529.2,1538014,+,LOC108013172,NW_023496810.1,600740,-,LOC108152565,NC_046674.1,2125695,-,LOC117139458,NC_046669.1,1462576,+,LOC6610339,NC_045951.1,1556044,+,LOC120450529,NC_053018.2,1531905,+,pns,NT_037436.4,1537137,+
38261at7215,LOC6507083,NC_057928.1,20469035,+,LOC6736313,NC_052522.2,1286365,+,LOC6532343,NC_052529.2,1313478,+,LOC108013318,NW_023496810.1,854738,-,LOC108151204,NC_046674.1,10938243,+,LOC117141932,NC_046669.1,1243122,+,LOC6610296,NC_045951.1,1338159,+,LOC120450401,NC_053018.2,1307349,+,Dmel\CG9149,NT_037436.4,1302944,+
3840at7215,LOC6507650,NC_057928.1,25237189,-,LOC6736264,NC_052522.2,863327,-,LOC6523844,NC_052529.2,879427,-,LOC108013481,NW_023496810.1,1355177,+,LOC108151792,NC_046674.1,15194571,-,LOC117139637,NC_046669.1,818563,-,LOC6610238,NC_045951.1,917444,-,LOC120449030,NC_053018.2,870969,-,JMJD5,NT_037436.4,839980,-
38559at7215,LOC6507651,NC_057928.1,25234465,-,LOC6736262,NC_052522.2,859898,-,LOC6532288,NC_052529.2,875968,-,LOC108012400,NW_023496810.1,1359315,+,LOC108151796,NC_046674.1,15193088,-,LOC117139639,NC_046669.1,815329,-,LOC6610236,NC_045951.1,914117,-,LOC120449020,NC_053018.2,867373,-,Dmel\CG13901,NT_037436.4,836667,-
40012at7215,LOC6507670,NC_057928.1,24902111,-,LOC6734405,NC_052522.2,281631,+,LOC6532213,NC_052529.2,288453,+,LOC108012856,NW_023496810.1,2287355,+,LOC108153234,NC_046674.1,10370591,+,LOC117141640,NC_046669.1,240819,+,LOC6610161,NC_045951.1,342589,+,LOC120449320,NC_053018.2,283381,+,miple1,NT_037436.4,267299,+
40039at7215,LOC6507080,NC_057928.1,20461394,+,LOC6736310,NC_052522.2,1279328,+,LOC6532340,NC_052529.2,1306619,+,LOC108012379,NW_023496810.1,861483,-,LOC108153191,NC_046674.1,10930179,+,LOC117140998,NC_046669.1,1236109,+,LOC6610293,NC_045951.1,1331140,+,LOC120449368,NC_053018.2,1300458,+,Rabex-5,NT_037436.4,1295913,+
4340at7215,LOC6507668,NC_057928.1,24911409,-,LOC6736302,NC_052522.2,1230740,-,LOC6532332,NC_052529.2,1256650,-,LOC108012665,NW_023496810.1,925032,+,LOC108151217,NC_046674.1,10366302,+,LOC117140151,NC_046669.1,1187272,-,LOC6610286,NC_045951.1,1282248,-,LOC120448757,NC_053018.2,1250292,-,Psf1,NT_037436.4,1246986,-
43919at7215,LOC6507601,NC_057928.1,25950160,-,LOC6736387,NC_052522.2,1636326,-,LOC6532424,NC_052529.2,1671509,-,LOC108013503,NW_023496810.1,456196,+,LOC108165575,NC_046674.1,17001551,-,LOC117140572,NC_046669.1,1594056,-,LOC6610378,NC_045951.1,1687095,-,LOC120450423,NC_053018.2,1665380,-,RabX5,NT_037436.4,1668901,-
46491at7215,LOC6507389,NC_057928.1,25010211,+,LOC6736222,NC_052522.2,614905,+,LOC6532245,NC_052529.2,617939,+,LOC108013040,NW_023496810.1,1645670,-,LOC108152235,NC_046674.1,2478557,+,LOC117139257,NC_046669.1,572221,+,LOC6610194,NC_045951.1,663082,+,LOC120447666,NC_053018.2,611914,+,MED14,NT_037436.4,593246,+
47593at7215,LOC6507654,NC_057928.1,25197319,-,LOC6736353,NC_052522.2,1502942,-,LOC6532384,NC_052529.2,1535798,-,LOC108012370,NW_023496810.1,610114,+,LOC108153229,NC_046674.1,2134082,+,LOC117140908,NC_046669.1,1460436,-,LOC6610338,NC_045951.1,1553915,-,LOC120450530,NC_053018.2,1529840,-,Dmel\CG12091,NT_037436.4,1534929,-
48237at7215,LOC6507574,NC_057928.1,26220034,-,LOC6736435,NC_052522.2,1900227,-,LOC6532475,NC_052529.2,1939820,-,LOC108013553,NW_023496810.1,153586,+,LOC108153583,NC_046674.1,20094301,+,LOC117141056,NC_046669.1,1857867,-,LOC6610427,NC_045951.1,1950187,-,LOC120449080,NC_053018.2,1934951,-,Dmel\CG5687,NT_037436.4,1933633,-
48934at7215,LOC6507582,NC_057928.1,26130116,-,LOC6736419,NC_052522.2,1817699,-,LOC6532459,NC_052529.2,1855638,-,LOC108012707,NW_023496810.1,245816,+,LOC108153687,NC_046674.1,20189154,+,LOC117140185,NC_046669.1,1775394,-,LOC6610413,NC_045951.1,1867816,-,LOC120448576,NC_053018.2,1851093,-,CNMa,NT_037436.4,1850915,-
51270at7215,LOC6493297,NC_057928.1,14516735,-,LOC6736368,NC_052522.2,1586145,+,LOC26536237,NC_052529.2,1621416,+,LOC108012821,NW_023496810.1,506376,-,LOC108151763,NC_046674.1,1140435,-,LOC117139268,NC_046669.1,1543709,+,LOC6610355,NC_045951.1,1636757,+,LOC120450413,NC_053018.2,1615113,+,Dmel\CG33230,NT_037436.4,1618414,+
52395at7215,LOC6507082,NC_057928.1,20464690,+,LOC6736311,NC_052522.2,1282085,+,LOC6532341,NC_052529.2,1309329,+,LOC108012404,NW_023496810.1,859454,-,LOC108153356,NC_046674.1,10933114,+,LOC117139982,NC_046669.1,1238834,+,LOC6621491,NC_045951.1,1333901,+,LOC120448347,NC_053018.2,1303202,+,scf,NT_037436.4,1298672,+
52735at7215,LOC6493437,NC_057928.1,12286675,-,LOC6736210,NC_052522.2,219557,-,LOC6532197,NC_052529.2,232136,-,LOC108013048,NW_023496810.1,2224033,-,LOC108165591,NC_046674.1,10268447,-,LOC117142096,NC_046669.1,185185,-,LOC6610146,NC_045951.1,287090,-,LOC120447985,NC_053018.2,227009,-,thoc7,NT_037436.4,211636,-
53496at7215,LOC6507386,NC_057928.1,24945636,+,LOC6734431,NC_052522.2,549446,+,LOC6532240,NC_052529.2,562217,+,LOC108013154,NW_023496810.1,1708978,-,LOC108153368,NC_046674.1,2392842,+,LOC117140732,NC_046669.1,518900,+,LOC6610189,NC_045951.1,611514,+,LOC120449181,NC_053018.2,558295,+,BORCS6,NT_037436.4,540851,+
54362at7215,LOC6507055,NC_057928.1,20060889,+,LOC6736274,NC_052522.2,917806,+,LOC6532298,NC_052529.2,934297,+,LOC108012624,NW_023496810.1,1290339,-,LOC108152187,NC_046674.1,18647950,-,LOC117140199,NC_046669.1,872969,+,LOC6610248,NC_045951.1,971654,+,LOC120450046,NC_053018.2,925963,+,mat,NT_037436.4,902898,+
54498at7215,LOC6507094,NC_057928.1,20574736,+,LOC6736228,NC_052522.2,676403,+,LOC6532255,NC_052529.2,684598,+,LOC108013576,NW_023496810.1,1578293,-,LOC108152025,NC_046674.1,717167,+,LOC117139915,NC_046669.1,633884,+,LOC6610203,NC_045951.1,724539,+,LOC120449804,NC_053018.2,678619,+,Rev1,NT_037436.4,654363,+
56127at7215,LOC6507578,NC_057928.1,26155249,-,LOC6736427,NC_052522.2,1843333,-,LOC6532466,NC_052529.2,1881535,-,LOC108013440,NW_023496810.1,215125,+,LOC108153320,NC_046674.1,20157678,+,LOC117140962,NC_046669.1,1800971,-,LOC6610420,NC_045951.1,1893492,-,LOC120449287,NC_053018.2,1876848,-,Dmel\CG13937,NT_037436.4,1876551,-
56189at7215,LOC6507679,NC_057928.1,24811917,-,LOC6736216,NC_052522.2,240291,-,LOC6532205,NC_052529.2,253721,-,LOC108012933,NW_023496810.1,2251273,-,LOC108165592,NC_046674.1,10290809,-,LOC117141652,NC_046669.1,206074,-,LOC6610152,NC_045951.1,307782,-,LOC120450302,NC_053018.2,248282,-,Dmel\CG34453,NT_037436.4,232480,-
56489at7215,LOC6507661,NC_057928.1,25142019,-,LOC6736344,NC_052522.2,1448151,-,LOC6532375,NC_052529.2,1480903,-,LOC108012671,NW_023496810.1,669660,+,LOC108150829,NC_046674.1,2626918,-,LOC117140438,NC_046669.1,1404699,-,LOC6610328,NC_045951.1,1499484,-,LOC120448567,NC_053018.2,1474029,-,Naa30B,NT_037436.4,1470850,-
56825at7215,LOC6507579,NC_057928.1,26150342,-,LOC6736426,NC_052522.2,1838386,-,LOC6532465,NC_052529.2,1876563,-,LOC108013402,NW_023496810.1,223293,+,LOC108152727,NC_046674.1,20165699,+,LOC117141820,NC_046669.1,1796044,-,LOC6610419,NC_045951.1,1888552,-,LOC120450394,NC_053018.2,1871869,-,dre4,NT_037436.4,1871574,-
57455at7215,LOC6493290,NC_057928.1,14570326,-,LOC6736362,NC_052522.2,1537143,+,LOC6532393,NC_052529.2,1571238,+,LOC108013322,NW_023496810.1,562561,-,LOC108151454,NC_046674.1,18808568,+,LOC117140063,NC_046669.1,1494647,+,LOC6610347,NC_045951.1,1588153,+,LOC120447908,NC_053018.2,1564920,+,anon-EST:fe3A8,NT_037436.4,1569181,+
58019at7215,LOC6507079,NC_057928.1,20434941,+,LOC6736308,NC_052522.2,1259453,+,LOC6532339,NC_052529.2,1285892,+,LOC108013346,NW_023496810.1,864380,-,LOC108152907,NC_046674.1,10913011,+,LOC117140922,NC_046669.1,1216503,+,LOC6610292,NC_045951.1,1311240,+,LOC120448568,NC_053018.2,1279678,+,Dmel\CG32333,NT_037436.4,1275956,+
58280at7215,LOC6492958,NC_057928.1,20032804,-,LOC6736272,NC_052522.2,892243,-,LOC6532295,NC_052529.2,908575,-,LOC108012878,NW_023496810.1,1315505,+,LOC108151380,NC_046674.1,18672808,+,LOC117140523,NC_046669.1,847519,-,LOC6610245,NC_045951.1,946321,-,LOC120449512,NC_053018.2,900181,-,Dmel\CG13907,NT_037436.4,877291,-
59782at7215,LOC6507453,NC_057928.1,25946735,+,LOC6736381,NC_052522.2,1632740,+,LOC6532418,NC_052529.2,1667770,+,LOC108013526,NW_023496810.1,460278,-,LOC108151541,NC_046674.1,16997623,+,LOC117142116,NC_046669.1,1590268,+,LOC6610371,NC_045951.1,1683321,+,LOC120450424,NC_053018.2,1661634,+,Dmel\CG7974,NT_037436.4,1665138,+
59987at7215,LOC6506708,NC_057928.1,15395735,+,LOC6736238,NC_052522.2,713617,-,LOC6532262,NC_052529.2,723308,-,LOC108013305,NW_023496810.1,1531649,+,LOC108152282,NC_046674.1,758549,-,LOC117139930,NC_046669.1,671219,-,LOC6610211,NC_045951.1,761224,-,LOC120449819,NC_053018.2,717557,-,Vti1a,NT_037436.4,691486,-
60457at7215,LOC6502814,NC_057928.1,25070050,+,LOC6736335,NC_052522.2,1381970,+,LOC6532366,NC_052529.2,1412725,+,LOC108012744,NW_023496810.1,744219,-,LOC108165448,NC_046674.1,2548799,+,LOC117140326,NC_046669.1,1338399,+,LOC6610318,NC_045951.1,1433609,+,LOC120448898,NC_053018.2,1405769,+,Dmel\CG32320,NT_037436.4,1398586,+
64104at7215,LOC6493291,NC_057928.1,14542916,-,LOC6736364,NC_052522.2,1544610,+,LOC6532396,NC_052529.2,1578828,+,LOC108012939,NW_023496810.1,531777,-,LOC108151859,NC_046674.1,1182223,-,LOC117139265,NC_046669.1,1518228,+,LOC6610349,NC_045951.1,1595636,+,LOC120450408,NC_053018.2,1589601,+,Dmel\CG13917,NT_037436.4,1576699,+
64955at7215,LOC6507046,NC_057928.1,20005183,+,LOC6736266,NC_052522.2,867090,+,LOC6523846,NC_052529.2,883678,+,LOC108013625,NW_023496810.1,1344175,-,LOC108151833,NC_046674.1,18699829,-,LOC117141206,NC_046669.1,822953,+,LOC6610240,NC_045951.1,921818,+,LOC120449525,NC_053018.2,875543,+,cep290,NT_037436.4,843926,+
65257at7215,LOC6507477,NC_057928.1,26233932,+,LOC6736438,NC_052522.2,1914319,+,LOC6532478,NC_052529.2,1954087,+,LOC108012873,NW_023496810.1,139361,-,LOC108151030,NC_046674.1,20046206,-,LOC117139447,NC_046669.1,1871872,+,LOC6610431,NC_045951.1,1964229,+,LOC120447571,NC_053018.2,1949231,+,Cnb,NT_037436.4,1947565,+
66039at7215,LOC6507084,NC_057928.1,20473390,+,LOC6736315,NC_052522.2,1291109,+,LOC6532345,NC_052529.2,1318118,+,LOC108013226,NW_023496810.1,847673,-,LOC108151199,NC_046674.1,10942402,+,LOC117141929,NC_046669.1,1247854,+,LOC6610298,NC_045951.1,1342898,+,LOC120450399,NC_053018.2,1311944,+,Ctr9,NT_037436.4,1307224,+
66261at7215,LOC6507376,NC_057928.1,24790438,+,LOC6736211,NC_052522.2,220573,+,LOC6532198,NC_052529.2,233181,+,LOC108013046,NW_023496810.1,2225159,+,LOC108165587,NC_046674.1,10269588,+,LOC117142094,NC_046669.1,186243,+,LOC6610147,NC_045951.1,288154,+,LOC120447983,NC_053018.2,228045,+,Dis3l2,NT_037436.4,212709,+
6645at7215,LOC6506659,NC_057928.1,14523567,+,LOC6736367,NC_052522.2,1585121,-,LOC6532401,NC_052529.2,1620305,-,LOC108012827,NW_023496810.1,511546,+,LOC108151769,NC_046674.1,1145233,+,LOC117139274,NC_046669.1,1542612,-,LOC6610354,NC_045951.1,1635620,-,LOC120450432,NC_053018.2,1614003,-,CG13926,NT_037436.4,1617348,-
66610at7215,LOC6507449,NC_057928.1,25926265,+,LOC6736372,NC_052522.2,1613049,+,LOC6532409,NC_052529.2,1647957,+,LOC108012411,NW_023496810.1,481933,-,LOC108151920,NC_046674.1,16975767,+,LOC117142123,NC_046669.1,1570483,+,LOC6610362,NC_045951.1,1663546,+,LOC120450435,NC_053018.2,1641677,+,Dmel\CG13919,NT_037436.4,1645467,+
66980at7215,LOC6507078,NC_057928.1,20413124,+,LOC6736307,NC_052522.2,1240255,+,LOC6532337,NC_052529.2,1266345,+,LOC108012473,NW_023496810.1,889650,-,LOC108153681,NC_046674.1,10875656,+,LOC117140435,NC_046669.1,1196892,+,LOC6610291,NC_045951.1,1291877,+,LOC120449798,NC_053018.2,1260057,+,tfc,NT_037436.4,1256449,+
67283at7215,LOC6507603,NC_057928.1,25933131,-,LOC6736376,NC_052522.2,1619060,-,LOC6532413,NC_052529.2,1653882,-,LOC108013354,NW_023496810.1,474653,+,LOC108151918,NC_046674.1,16982353,-,LOC117142115,NC_046669.1,1576525,-,LOC6610367,NC_045951.1,1669584,-,LOC120450422,NC_053018.2,1647696,-,Vta1,NT_037436.4,1651432,-
68106at7215,LOC6507667,NC_057928.1,24918539,-,LOC6734401,NC_052522.2,272154,+,LOC6532209,NC_052529.2,278845,+,LOC108012858,NW_023496810.1,2278107,+,LOC108151219,NC_046674.1,10359739,+,LOC117141651,NC_046669.1,231333,+,LOC6610157,NC_045951.1,333212,+,LOC120449319,NC_053018.2,273655,+,wac,NT_037436.4,258176,+
68282at7215,LOC6507048,NC_057928.1,20018826,+,LOC6736270,NC_052522.2,881472,+,LOC6532293,NC_052529.2,897693,+,LOC108012334,NW_023496810.1,1326994,-,LOC108151834,NC_046674.1,18684554,-,LOC117140524,NC_046669.1,836774,+,LOC6610243,NC_045951.1,935613,+,LOC120449701,NC_053018.2,889310,+,Dmel\CG12502,NT_037436.4,865396,+
70162at7215,LOC6507056,NC_057928.1,20067225,+,LOC27206268,NC_052522.2,923962,+,LOC6532299,NC_052529.2,941002,+,LOC108012587,NW_023496810.1,1280092,-,LOC108152186,NC_046674.1,18637225,-,LOC117141168,NC_046669.1,879131,+,LOC6610249,NC_045951.1,977870,+,LOC120447601,NC_053018.2,932863,+,nerfin-1,NT_037436.4,909112,+
70392at7215,LOC6507385,NC_057928.1,24932318,+,LOC6736217,NC_052522.2,247896,-,LOC6532206,NC_052529.2,254703,-,LOC108012923,NW_023496810.1,2254010,-,LOC108151113,NC_046674.1,10423301,+,LOC117141631,NC_046669.1,207220,-,LOC6610153,NC_045951.1,308955,-,LOC120450303,NC_053018.2,249551,-,E(bx),NT_037436.4,233926,-
70468at7215,LOC6506505,NC_057928.1,12274934,+,LOC6736205,NC_052522.2,208033,+,LOC6532192,NC_052529.2,220482,+,LOC108012930,NW_023496810.1,2212388,+,LOC108151531,NC_046674.1,10255764,+,LOC117141773,NC_046669.1,173748,+,LOC6610141,NC_045951.1,275704,+,LOC120450369,NC_053018.2,215377,+,mri,NT_037436.4,200174,+
70733at7215,LOC6492959,NC_057928.1,20013534,-,LOC6736269,NC_052522.2,876168,-,LOC6532292,NC_052529.2,892398,-,LOC108013606,NW_023496810.1,1336763,+,LOC108151835,NC_046674.1,18692191,+,LOC117141129,NC_046669.1,831351,-,LOC6610242,NC_045951.1,930238,-,LOC120449312,NC_053018.2,883909,-,dpr20,NT_037436.4,852720,-
70754at7215,LOC6507057,NC_057928.1,20113620,+,LOC6736277,NC_052522.2,928886,+,LOC6532301,NC_052529.2,986751,+,LOC108012893,NW_023496810.1,1193686,-,LOC108152190,NC_046674.1,18550741,-,LOC117141247,NC_046669.1,884095,+,LOC6610251,NC_045951.1,1022598,+,LOC120450536,NC_053018.2,977143,+,Glut1,NT_037436.4,914074,+
